"Dataset","Target","Model","Mean_RMSE","Mean_Coverage_Q_80","Mean_Width_Q_80","Mean_Coverage_Q_90","Mean_Width_Q_90","Mean_Coverage_Q_95","Mean_Width_Q_95","Mean_Coverage_HPD_80","Mean_Width_HPD_80","Mean_Coverage_HPD_90","Mean_Width_HPD_90","Mean_Coverage_HPD_95","Mean_Width_HPD_95","Mean_CRPS","Median_CRPS","Mean_Runtime"
"bikesharing","windspeed","sblm",0.112375221481172,0.807411243454744,0.262479170474335,0.90839518959664,0.34116882775482,0.956614304620519,0.401464064843096,0.774843201565107,0.235986103801092,0.87991253812072,0.310396878357765,0.934346049830255,0.365002540715924,0.0738265690592887,0.0709173152236866,20.647
