"x","ale","Scenario","Feature","Model"
0.0469510040004494,-2.60089573778565,"Sigmoid","X3","oracle"
0.201621395009593,-4.27995392559085,"Sigmoid","X3","oracle"
0.336254921912645,-5.36860317407722,"Sigmoid","X3","oracle"
0.440194703849344,-5.6461819316434,"Sigmoid","X3","oracle"
0.583287692744984,-5.70761499243872,"Sigmoid","X3","oracle"
0.704873384251663,-5.48551499691712,"Sigmoid","X3","oracle"
0.904343301866812,-4.16790310765829,"Sigmoid","X3","oracle"
1.16067259948878,-1.64405450277312,"Sigmoid","X3","oracle"
1.47528769112692,1.00627252429176,"Sigmoid","X3","oracle"
2.02143779420995,2.3200580014693,"Sigmoid","X3","oracle"
-2.44997902668468,-6.13359380521049,"Sigmoid","X4","sebart"
-1.57888020996883,-4.33376142198578,"Sigmoid","X4","sebart"
-1.30823571093556,-3.52362800663956,"Sigmoid","X4","sebart"
-1.02791275176721,-2.94687947156212,"Sigmoid","X4","sebart"
-0.807322836710381,-2.39906149626904,"Sigmoid","X4","sebart"
-0.623614878222752,-1.69829440634598,"Sigmoid","X4","sebart"
-0.448378045647911,-1.12556722434637,"Sigmoid","X4","sebart"
-0.290045819333205,-0.3645095889152,"Sigmoid","X4","sebart"
-0.194574019029829,0.331489554054735,"Sigmoid","X4","sebart"
-0.0714792066757858,1.01134200467676,"Sigmoid","X4","sebart"
0.0712437259498663,1.52564798124141,"Sigmoid","X4","sebart"
0.186637612319446,1.58442766280808,"Sigmoid","X4","sebart"
0.311961398102608,1.63906220268857,"Sigmoid","X4","sebart"
0.417277528410498,1.64890387765869,"Sigmoid","X4","sebart"
0.55162584358779,1.67403192441183,"Sigmoid","X4","sebart"
0.718676769883294,1.83394723308498,"Sigmoid","X4","sebart"
0.900439460457772,2.17198336285517,"Sigmoid","X4","sebart"
1.1193828381021,2.51686117423849,"Sigmoid","X4","sebart"
1.50096821059695,2.7187000330424,"Sigmoid","X4","sebart"
2.29372909588597,2.82757574842229,"Sigmoid","X4","sebart"
-2.44997902668468,-4.83889155464303,"Sigmoid","X4","bart"
-1.57888020996883,-4.20649619823646,"Sigmoid","X4","bart"
-1.30823571093556,-3.70816120661715,"Sigmoid","X4","bart"
-1.02791275176721,-3.22578917825672,"Sigmoid","X4","bart"
-0.807322836710381,-2.68029227947626,"Sigmoid","X4","bart"
-0.623614878222752,-2.02919490048429,"Sigmoid","X4","bart"
