"Scenario","Iteration","N_train","y","truth","mean","lower","upper"
"sigmoid",1,50,5.08089410889291e-05,-25.7663358925663,-1.81388559343989,-2.43606540133644,-1.25786866037405
"sigmoid",1,50,0.00140701484843053,-19.1238937359738,-1.52602167968804,-1.99878165315811,-1.0534320767926
"sigmoid",1,50,0.0699861358138841,-11.3033698924388,-1.34761955778822,-1.77292922554406,-0.87227570464419
"sigmoid",1,50,0.654060834540532,-6.7740748957546,-1.20827543224455,-1.62307759068319,-0.726438860536721
"sigmoid",1,50,1.22170236417161,-5.46491311075366,-1.08023210784529,-1.49924072633241,-0.601243095720627
"sigmoid",1,50,4.12428680234235,-2.69579472233968,-0.978260361724091,-1.41310671023527,-0.518710554428942
"sigmoid",1,50,5.47920365891501,-1.94924415927209,-0.883550135265189,-1.32863408277731,-0.43547607208818
"sigmoid",1,50,6.22258545760129,-1.58969027050716,-0.797103000486175,-1.22096041737527,-0.325779558033587
"sigmoid",1,50,13.4232878611256,1.42691230624979,-0.716415303950726,-1.14673767552932,-0.255500817849329
"sigmoid",1,50,15.1195044364731,2.26147766047291,-0.650737309610692,-1.07281528921633,-0.183942876189227
"sigmoid",1,50,17.9571651870341,4.34730150523111,-0.589324552354014,-1.02061386741365,-0.134874952071744
"sigmoid",1,50,17.9726003350979,4.36418875175986,-0.533353394497238,-0.960934251414595,-0.0610998634881106
"sigmoid",1,50,18.1124597067667,4.52265106742723,-0.481489423050057,-0.907474300246253,-0.0365726473543661
"sigmoid",1,50,18.6228769650103,5.20878840705756,-0.434853506908079,-0.852462276521269,0.0100920006969493
"sigmoid",1,50,18.8987112016734,5.68522520106934,-0.393666163635689,-0.796390022151193,0.0410184671198451
"sigmoid",1,50,19.0006882381296,5.89032735328804,-0.357390093331204,-0.770205942589782,0.0834496676636328
"sigmoid",1,50,19.0322577305217,5.95784958512252,-0.325328742719052,-0.717185449982403,0.11032605886145
"sigmoid",1,50,19.4111080481903,6.99071607523407,-0.296373870525302,-0.69822675916863,0.13215729990376
"sigmoid",1,50,19.7701245062222,8.90877876586028,-0.271513841614413,-0.657199214276985,0.155929058504292
"sigmoid",1,50,19.9423315976545,11.6917811270039,-0.247932916689691,-0.627035261095325,0.17013626858739
"sigmoid",1,50,19.9533843798281,12.118436738482,-0.226494100791562,-0.603299595141554,0.172626674119077
"sigmoid",1,50,19.977385900611,13.5675652586269,-0.206583023013849,-0.58158768179384,0.183648614134384
"sigmoid",1,50,19.9821459943692,14.0407331308511,-0.187782298063068,-0.561105302430251,0.210256700357124
"sigmoid",1,50,19.9915174457212,15.5301034365773,-0.169151035781376,-0.535965060370336,0.233681663512816
"sigmoid",1,50,19.995717315749,16.8973868418544,-0.150894722234656,-0.505862042445537,0.269941235965006
"sigmoid",1,50,19.9967371847171,17.4414679841233,-0.131251546272536,-0.478856095474657,0.289022415479175
"sigmoid",1,50,19.9968551503236,17.5151284126688,-0.109817085205299,-0.460257737618616,0.318963740815065
"sigmoid",1,50,19.9971049521492,17.6806822999977,-0.0867226507718526,-0.435186116180095,0.345716950432029
"sigmoid",1,50,19.9985074154493,19.0058074109765,-0.0604795638151859,-0.414399282352069,0.380541858241249
"sigmoid",1,50,19.9990352769192,19.8787069939239,-0.0340177915992264,-0.378370241612877,0.41811237401179
"sigmoid",1,50,19.9993862828175,20.7833558758437,-0.00309199783810052,-0.34906375110815,0.465531188236485
"sigmoid",1,50,19.9993964679514,20.8168270214014,0.0316716654784285,-0.327384288348575,0.484337710141627
"sigmoid",1,50,19.9994441779592,20.9815337350247,0.0706837356283818,-0.298082236085771,0.523790743076428
"sigmoid",1,50,19.9997768469471,22.8067476039062,0.111000521560109,-0.270814282367584,0.564352591160301
"sigmoid",1,50,19.9999088351897,24.5971386056353,0.15989551852663,-0.224583441680289,0.637860414033426
"sigmoid",1,50,19.9999250125329,24.9878361769097,0.214966413120891,-0.172951680189589,0.695957328578664
"sigmoid",1,50,19.9999720911361,26.9645941887082,0.277486083188234,-0.140034825978699,0.757930581317914
"sigmoid",1,50,19.9999972696338,31.6136139436741,0.346559238906421,-0.0647698733838852,0.854048268608975
"sigmoid",1,50,19.9999988991741,33.4303640744048,0.421221212549905,-0.0181459551297988,0.931206509438318
"sigmoid",1,50,19.9999993964125,34.632214023998,0.507538199164132,0.0572775360173731,1.01916875830642
"sigmoid",1,50,19.9999999847021,41.9825696429125,0.601331670093588,0.127855968115441,1.12960522076515
"sigmoid",1,50,19.99999999187,43.2468626282491,0.695362679321797,0.207292237864568,1.22247394220637
"sigmoid",1,50,19.9999999979815,46.0333123861704,0.800340042860714,0.305015330948356,1.34895155281757
"sigmoid",1,50,19.9999999999996,63.2496255626411,0.916620444343485,0.39572628503275,1.45378388584444
"sigmoid",1,50,19.9999999999998,64.760183485975,1.04198362669421,0.513814733626629,1.56020670555762
"sigmoid",1,50,19.9999999999999,66.306563262442,1.17952297526865,0.657307513583271,1.68024296898923
"sigmoid",1,50,20,72.0873067782343,1.32216313035732,0.80970589558128,1.81394460846848
"sigmoid",1,50,20,Inf,1.92821924773773,1.62383157076378,2.20829741756588
"beta",1,50,3.65887707419218e-10,-1.27843985079917,-1.83659294579465,-2.35524428304756,-1.33392098863265
"beta",1,50,4.65422751189263e-10,-1.26466402590932,-1.57605028813604,-2.03199839367601,-1.08554093510112
"beta",1,50,7.58967862909838e-10,-1.23638516987305,-1.38676273603484,-1.82316507470488,-0.843247996270472
"beta",1,50,1.97151207802111e-09,-1.18004443939898,-1.23849194442586,-1.69623885320035,-0.699113555564091
"beta",1,50,2.01032515910133e-08,-1.03603260223756,-1.10084569004552,-1.56932470308099,-0.558246111031914
"beta",1,50,1.25277278652072e-07,-0.914496330067446,-0.978770221608083,-1.47506165340545,-0.433530688173497
"beta",1,50,1.31020002675056e-07,-0.911417733254718,-0.868546984653455,-1.37582947135106,-0.304247626297745
"beta",1,50,5.45966948966151e-07,-0.810556354439215,-0.769172237584823,-1.30731639897008,-0.209898403288685
"beta",1,50,5.5273388444347e-07,-0.809660647560999,-0.682232308601362,-1.21549399962213,-0.139685856918576
"beta",1,50,9.02515160475579e-07,-0.773633241739396,-0.60231772758606,-1.12923167802341,-0.0815809363767107
"beta",1,50,9.26391826288464e-07,-0.771693636066928,-0.527577658517754,-1.06537786006143,-0.022367313651309
"beta",1,50,1.12359425714341e-06,-0.757290683390071,-0.46200445149638,-1.0127661263142,0.0147302098321387
"beta",1,50,1.54513699806759e-06,-0.733249540380917,-0.405381576243096,-0.959166339812444,0.0730365968234512
"beta",1,50,1.59770128404638e-06,-0.730705443788853,-0.353523691204462,-0.911474590738269,0.0977004422384796
"beta",1,50,2.4820466261419e-06,-0.696845940376037,-0.309732337667904,-0.853569853081597,0.12094540295043
"beta",1,50,3.71316824715021e-06,-0.665280829936041,-0.268753311429064,-0.831901950764264,0.13265865044736
"beta",1,50,4.43073454522937e-06,-0.651245457475933,-0.233470350030536,-0.783838128242478,0.14253794271946
"beta",1,50,1.0535611022537e-05,-0.580650283071903,-0.202582268614311,-0.755752767870186,0.147026197888906
"beta",1,50,1.26695353858811e-05,-0.565214098796514,-0.175751149061502,-0.718253653694686,0.149827061388212
"beta",1,50,1.44469526217471e-05,-0.554135447222939,-0.154694859441265,-0.699987082919809,0.150262460346574
"beta",1,50,1.45939694542369e-05,-0.553277833896489,-0.135045349631579,-0.667774503132156,0.154368466230732
"beta",1,50,2.11172551664006e-05,-0.521660269700997,-0.117556706269247,-0.650310566234388,0.158092322360025
"beta",1,50,2.41347462402941e-05,-0.510073321556895,-0.102694854769611,-0.608385156255439,0.172164850413471
"beta",1,50,3.70805217195988e-05,-0.472224039921053,-0.0885217282724865,-0.580321993463188,0.176147504711128
