"Scenario","Iteration","N_train","y","truth","mean","lower","upper"
"sigmoid",1,200,1.49177511653206e-08,-42.0328925050484,-2.44875280548047,-2.87097843339822,-2.153183724572
"sigmoid",1,200,1.33117005363889e-05,-28.4451975557425,-2.28712975968383,-2.59319437761771,-2.04013374227468
"sigmoid",1,200,1.75811247959277e-05,-27.888832161371,-2.19111669274047,-2.43746633693702,-1.92289309674812
"sigmoid",1,200,0.000217021396009523,-22.862472065175,-2.11139994189268,-2.3300105387237,-1.81714628902149
"sigmoid",1,200,0.000350478634175201,-21.9038511218941,-2.04163563773982,-2.2898768371887,-1.74076293341446
"sigmoid",1,200,0.000405638966200373,-21.6115180623761,-1.96610966097022,-2.22510255557269,-1.64381324901907
"sigmoid",1,200,0.0012948148072197,-19.2901102615656,-1.89858667324317,-2.18193053276773,-1.55565138776493
"sigmoid",1,200,0.00510370098880821,-16.546532748585,-1.8311066933706,-2.13689765114111,-1.4782751982699
"sigmoid",1,200,0.0101060263989847,-15.1797004088662,-1.76164313349584,-2.08740809017748,-1.40613006034202
"sigmoid",1,200,0.0101855920195199,-15.1640079372181,-1.69841006506301,-2.03330936168028,-1.35399659918902
"sigmoid",1,200,0.0319210884448576,-12.8772467038244,-1.63164855620346,-1.9746513156997,-1.2653783692706
"sigmoid",1,200,0.0643959708366929,-11.4704229855679,-1.57036208779843,-1.92437661784096,-1.20848250921063
"sigmoid",1,200,0.0695176915254361,-11.3168486770761,-1.50930367155069,-1.8647334988768,-1.14655206381093
"sigmoid",1,200,0.113550331857435,-10.3310953329354,-1.44935081970277,-1.8192658474838,-1.07622403413911
"sigmoid",1,200,0.247409590237202,-8.75998939682812,-1.39150657509803,-1.75649159544157,-1.0188275292065
"sigmoid",1,200,0.275686651673323,-8.54068486628197,-1.33356175853937,-1.694017643472,-0.96395674649756
"sigmoid",1,200,0.282482659763339,-8.49129111474345,-1.27826802340809,-1.63844505033837,-0.906334039412467
"sigmoid",1,200,0.28412902916675,-8.47950152075559,-1.22127157126262,-1.5800166733814,-0.84670616591694
"sigmoid",1,200,0.340728334896777,-8.11043771712816,-1.1674851853504,-1.53633085301235,-0.799713716347308
"sigmoid",1,200,0.379402723910713,-7.89147387573014,-1.115756379888,-1.48343226051788,-0.743230473705199
"sigmoid",1,200,0.476574058542848,-7.42549444185966,-1.0633988128173,-1.42941649659003,-0.704888666528173
