"Scenario","Model","N_train","Mean_RMSE","Coverage_Q_80","Width_Q_80","Coverage_Q_90","Width_Q_90","Coverage_Q_95","Width_Q_95","Coverage_HPD_80","Width_HPD_80","Coverage_HPD_90","Width_HPD_90","Coverage_HPD_95","Width_HPD_95","Mean_CRPS","Median_CRPS","Mean_Runtime"
"box_cox","drbart",200,970.747000708956,0.561467867867868,490.407347927707,0.682813620581223,736.877806133031,0.78057894979837,1151.54359075827,NA,NA,NA,NA,NA,NA,NA,NA,1635.4168
"identity","drbart",200,15.460329135639,0.4932,15.6989527969901,0.6137,20.8623825858817,0.6933,25.2859905056231,NA,NA,NA,NA,NA,NA,NA,NA,1748.4612
