"Scenario","Model","N_train","Mean_RMSE","Coverage_Q_80","Width_Q_80","Coverage_Q_90","Width_Q_90","Coverage_Q_95","Width_Q_95","Coverage_HPD_80","Width_HPD_80","Coverage_HPD_90","Width_HPD_90","Coverage_HPD_95","Width_HPD_95","Mean_CRPS","Median_CRPS","Mean_Runtime"
"box_cox","bart",500,466.403186889869,0.62995,246.835624013893,0.72876,323.848549066133,0.78893,391.971881010827,0.62771,238.136721506304,0.72617,315.246378234738,0.7875,383.702379286672,796.148306656178,508.91322338699,1.14824
"box_cox","bart_bc",500,651.119834285351,0.80832,757.658707334727,0.88595,1008.31106136748,0.92944,1246.84358253295,0.74728,662.816345710241,0.86687,892.147327971596,0.92793,1114.25498419843,723.337315334067,514.203658119511,3.11968
"box_cox","sblm",500,1191.18262267059,0.82093,1331.146508769,0.90641,2122.57101858829,0.94352,3074.39808365066,0.80082,787.479762605342,0.88463,1401.54941553383,0.92945,2205.99824835158,507.392244475489,456.878604307268,1.34741
"box_cox","sebart",500,939.036137327337,0.82451,969.048852676165,0.89201,1257.58681363274,0.92829,1515.40709147172,0.76349,736.744923715242,0.8674,1038.44079620482,0.91856,1310.66558326774,723.012155181528,507.462458251601,5.98147000000001
