"Scenario","Iteration","N_train","Latent_Min","Latent_Max"
"almost_linear",1,50,-27.413829743881,290.856229485003
"polynomial",1,50,-16.8908437182433,160.832465734024
"step",1,50,-20.9120013973255,236.586896955172
