"Model","RMSE","Mean_CRPS","Median_CRPS","Runtime","Coverage_Q_80","Width_Q_80","Coverage_HPD_80","Width_HPD_80","Coverage_Q_90","Width_Q_90","Coverage_HPD_90","Width_HPD_90","Coverage_Q_95","Width_Q_95","Coverage_HPD_95","Width_HPD_95","Scenario","Iteration","N_train"
"sebart",790.775451353,599.86261314867,454.871031992794,4.94,0.831,856.729031169794,0.788,652.792981423727,0.88,1145.64154507329,0.895,929.746200360704,0.923,1422.23130708324,0.932,1199.55160354027,"box_cox",1,150
"bart",483.899746747693,685.36537317617,449.787192549471,0.98,0.935,693.033623345865,0.928,683.518722327627,0.954,894.837134300069,0.951,883.975832895543,0.967,1068.47917211136,0.966,1056.8704654603,"box_cox",1,150
"bart_bc",1118.51191658098,598.064642289791,450.072645869161,2.467,0.8,1592.43967173606,0.758,1039.8613520331,0.852,2361.25846166509,0.889,1672.11305526852,0.898,3256.77636030531,0.939,2433.98606178447,"box_cox",1,150
"sblm",1185.83786463336,454.219872904531,419.816471811732,2.128,0.808,1485.37383178768,0.805,804.490860936391,0.904,2421.92030752255,0.897,1568.65710795511,0.941,3480.41727721212,0.948,2519.70475004044,"box_cox",1,150
"sebart",862.26934637763,603.97793200323,460.863625948993,4.003,0.858,1128.79854412637,0.764,825.810991441154,0.909,1486.99830678884,0.89,1183.56504749712,0.934,1768.04091543693,0.93,1525.66278114405,"box_cox",2,150
"bart",428.379020919126,694.893797205228,459.748332618042,0.931999999999999,0.949,744.966259307934,0.944,733.186781835309,0.967,964.855871002512,0.968,951.325715793505,0.977,1154.8759076761,0.977,1140.77447714291,"box_cox",2,150
"bart_bc",1042.28067622301,642.217248455501,467.297776991301,2.188,0.809,1391.25281407267,0.742,1012.07610607833,0.886,1968.47559207682,0.892,1508.51192301565,0.931,2593.69391364258,0.946,2057.83088903368,"box_cox",2,150
"sblm",967.972117787789,506.487456096915,442.862242052002,1.976,0.778,1269.48397769394,0.748,764.230431828335,0.872,1902.50827764061,0.838,1323.75512366759,0.908,2578.34698566222,0.892,1961.09218012139,"box_cox",2,150
"sebart",690.461279890357,632.030724667881,491.814289075931,4.059,0.838,992.278319784426,0.781,734.810093407916,0.883,1285.41576537713,0.874,1055.15939506579,0.922,1569.75445953912,0.925,1331.60715129017,"box_cox",3,150
"bart",449.767522149607,739.867344644311,502.895159258602,0.965,0.966,955.579050715842,0.964,942.946444888782,0.979,1233.7273953478,0.979,1218.66414702241,0.988,1477.08760471798,0.989,1459.90657381608,"box_cox",3,150
"bart_bc",867.487190417738,637.666771864224,497.395596086312,2.218,0.796,1376.82045256059,0.726,949.038758074329,0.872,1991.91084025703,0.865,1464.5574570981,0.908,2676.04101792799,0.931,2062.02887810488,"box_cox",3,150
