"Model","RMSE","Mean_CRPS","Median_CRPS","Runtime","Coverage_Q_80","Width_Q_80","Coverage_HPD_80","Width_HPD_80","Coverage_Q_90","Width_Q_90","Coverage_HPD_90","Width_HPD_90","Coverage_Q_95","Width_Q_95","Coverage_HPD_95","Width_HPD_95","Scenario","Iteration","N_train"
"bart_bc",527.186219262779,670.720361539854,455.650021476408,3.07599999999996,0.799,804.210573752578,0.736,704.751289167255,0.881,1066.16979346745,0.862,943.665354869679,0.919,1317.0766629062,0.918,1176.30979580357,"box_cox",26,500
"sblm",899.619057895419,455.031283507047,402.135368922789,1.33799999999997,0.831,1221.85941972006,0.786,750.027868745082,0.923,1985.15918869428,0.881,1286.10918271576,0.947,2947.55508910314,0.938,2059.84100135624,"box_cox",26,500
"sebart",974.141914472441,818.908990369939,565.887722799315,5.86700000000002,0.82,1152.433515658,0.774,890.075171686884,0.886,1465.32009886726,0.866,1222.1490729354,0.931,1744.75569782621,0.92,1525.54587067533,"box_cox",27,500
"bart",314.650624369549,871.168566363573,557.066944278821,1.10500000000002,0.687,270.539688630098,0.698,260.077632480468,0.784,359.445613627691,0.773,349.01211558603,0.821,436.825552810018,0.818,427.263874523887,"box_cox",27,500
"bart_bc",519.621597473597,794.824074131096,571.172801791854,3.06700000000001,0.801,802.074058212191,0.732,707.632699839105,0.891,1060.46914999249,0.866,945.870978681687,0.937,1300.4042290814,0.924,1173.76074711604,"box_cox",27,500
"sblm",1117.2346043499,572.466618031792,517.648940256909,1.31099999999998,0.82,1360.02926531091,0.798,848.103691161793,0.897,2099.47379055652,0.876,1424.41256758725,0.933,3009.59297779177,0.916,2176.17516648974,"box_cox",27,500
"sebart",763.645382820574,705.483954638065,510.188851719714,5.82700000000006,0.821,767.798672570599,0.749,586.973358405111,0.894,963.689883816457,0.86,830.733561630848,0.937,1172.04873339959,0.918,1015.39811769893,"box_cox",28,500
"bart",534.698033361435,799.731753700647,515.009608147124,1.19599999999997,0.627,219.716593671292,0.618,213.14609124541,0.719,290.097440120944,0.719,281.592297220918,0.759,348.663517659816,0.767,342.139895257606,"box_cox",28,500
"bart_bc",654.715627757328,695.189184885611,515.371392297282,3.10300000000001,0.804,777.048675667956,0.741,671.104421290662,0.88,1037.19707525859,0.859,907.23779388588,0.924,1283.77408578288,0.919,1137.60633748327,"box_cox",28,500
"sblm",1240.82353152353,485.944173337348,452.697558887473,1.34099999999995,0.848,1345.65798257029,0.833,822.408041019422,0.927,2082.44887844262,0.903,1425.69979732041,0.955,2916.78699702642,0.951,2175.92902484754,"box_cox",28,500
"sebart",1283.29832436222,925.503993440107,607.567713319184,5.83499999999998,0.834,1559.34544083526,0.785,1139.14691647614,0.898,2031.00084209174,0.874,1641.5684139494,0.933,2607.67335722426,0.931,2108.66666949471,"box_cox",29,500
"bart",295.662490119648,983.106228651992,611.76357463215,1.09899999999999,0.605,283.602120198005,0.593,271.868336803713,0.699,377.927958412935,0.7,365.427518243806,0.771,467.24458007813,0.769,451.987431009316,"box_cox",29,500
"bart_bc",498.050742815332,880.342868267429,613.21827773294,3.12400000000002,0.814,980.343744953316,0.751,848.808963468108,0.891,1317.87896236386,0.872,1153.75854650423,0.938,1649.65702475095,0.944,1458.0868941684,"box_cox",29,500
"sblm",1288.7120420449,593.643103394157,546.464562915933,1.31999999999999,0.836,1728.45067793915,0.807,924.572288459784,0.926,2898.832616469,0.9,1802.19115737547,0.963,4404.41091525187,0.952,2998.08239421498,"box_cox",29,500
"sebart",1400.91946754487,780.402196558083,564.148037373841,5.89499999999998,0.793,922.747668830367,0.704,737.187084308314,0.878,1191.06241279288,0.835,987.58153043423,0.916,1406.49369965907,0.903,1240.34118487073,"box_cox",30,500
"bart",1253.62651849463,849.30844245358,557.993779228429,1.125,0.626,228.389737764912,0.625,220.4436649134,0.725,299.768753435959,0.727,292.505580701838,0.793,363.85159967645,0.788,357.019608193044,"box_cox",30,500
