"Model","RMSE","Mean_CRPS","Median_CRPS","Runtime","Coverage_Q_80","Width_Q_80","Coverage_HPD_80","Width_HPD_80","Coverage_Q_90","Width_Q_90","Coverage_HPD_90","Width_HPD_90","Coverage_Q_95","Width_Q_95","Coverage_HPD_95","Width_HPD_95","Scenario","Iteration","N_train"
"drbart",7.59121994033906,NA,NA,418.822,0.74,19.0994361778593,NA,NA,0.82,19.510991188957,NA,NA,0.88,19.7979661275062,NA,NA,"sigmoid",1,200
"drbart",7.27433370256524,NA,NA,418.236,0.725,18.8914539285008,NA,NA,0.825,19.5376746072534,NA,NA,0.905,19.8393083567961,NA,NA,"sigmoid",2,200
"drbart",7.00331038337443,NA,NA,399.865,0.695,18.8403058452102,NA,NA,0.815,19.3303791390536,NA,NA,0.86,19.6417437401791,NA,NA,"sigmoid",3,200
"drbart",7.70336225724994,NA,NA,417.12,0.655,18.4451280980932,NA,NA,0.81,19.7771822326223,NA,NA,0.84,19.9579469883282,NA,NA,"sigmoid",4,200
"drbart",7.56908446958152,NA,NA,404.903,0.755,19.1600951555724,NA,NA,0.84,19.6525982805709,NA,NA,0.88,19.8573436391645,NA,NA,"sigmoid",5,200
"drbart",7.26474940116393,NA,NA,422.456,0.77,19.0755355252477,NA,NA,0.88,19.4545705601909,NA,NA,0.945,19.7418574744027,NA,NA,"sigmoid",6,200
"drbart",7.53132556862849,NA,NA,393.562,0.71,18.7207923890325,NA,NA,0.83,19.3747806904585,NA,NA,0.905,19.7676121729493,NA,NA,"sigmoid",7,200
"drbart",7.80927687224129,NA,NA,383.097,0.725,19.400971433909,NA,NA,0.835,19.6757587202337,NA,NA,0.875,19.8792797404492,NA,NA,"sigmoid",8,200
"drbart",6.88831741694206,NA,NA,401.203,0.745,17.9845033429905,NA,NA,0.87,19.1664262532766,NA,NA,0.935,19.5486163473911,NA,NA,"sigmoid",9,200
"drbart",7.54649065936425,NA,NA,399.15,0.725,19.2898408731009,NA,NA,0.825,19.6447342784979,NA,NA,0.885,19.9158125923695,NA,NA,"sigmoid",10,200
"drbart",6.90141399607,NA,NA,391.137,0.715,17.7504353584233,NA,NA,0.825,19.4885614881104,NA,NA,0.9,19.7935870663235,NA,NA,"sigmoid",11,200
"drbart",6.75129176448646,NA,NA,420.927000000001,0.845,19.455461662503,NA,NA,0.93,19.835849274346,NA,NA,0.955,20.0575374048034,NA,NA,"sigmoid",12,200
"drbart",7.37205100655864,NA,NA,423.321,0.67,19.4243246888297,NA,NA,0.815,19.7960052720436,NA,NA,0.905,20.0609737412257,NA,NA,"sigmoid",13,200
"drbart",7.39574709454967,NA,NA,411.397,0.775,19.2450557654054,NA,NA,0.865,19.5707768496357,NA,NA,0.895,19.80329434094,NA,NA,"sigmoid",14,200
"drbart",7.34308009358253,NA,NA,417.518,0.65,17.1277848530751,NA,NA,0.735,19.2227513884308,NA,NA,0.82,19.6372743081579,NA,NA,"sigmoid",15,200
"drbart",7.24807882400568,NA,NA,400.347,0.795,18.4959768768789,NA,NA,0.885,19.6259479483563,NA,NA,0.925,19.9056581521515,NA,NA,"sigmoid",16,200
"drbart",7.79741228872102,NA,NA,405.451,0.73,19.2745701946984,NA,NA,0.85,19.5284251861267,NA,NA,0.9,19.724463601473,NA,NA,"sigmoid",17,200
"drbart",6.99848097778483,NA,NA,420.307,0.685,18.2037704983385,NA,NA,0.82,18.850030718681,NA,NA,0.87,19.2123103332339,NA,NA,"sigmoid",18,200
"drbart",8.04097778893902,NA,NA,437.998,0.735,19.2051241693443,NA,NA,0.82,19.5224811716152,NA,NA,0.915,19.7444403051173,NA,NA,"sigmoid",19,200
"drbart",7.41553936442256,NA,NA,443.14,0.715,19.0819907485887,NA,NA,0.85,19.5727853832317,NA,NA,0.925,19.8702111782531,NA,NA,"sigmoid",20,200
"drbart",7.74182446940022,NA,NA,425.700999999999,0.67,18.9851379514199,NA,NA,0.815,19.6541804420109,NA,NA,0.895,19.963073730426,NA,NA,"sigmoid",21,200
"drbart",7.55090986668435,NA,NA,441.041999999999,0.735,19.306180360228,NA,NA,0.86,19.7692109871412,NA,NA,0.935,20.0979144945374,NA,NA,"sigmoid",22,200
"drbart",7.73042873367804,NA,NA,418.815,0.79,19.5442639343025,NA,NA,0.875,19.7901290551135,NA,NA,0.895,20.1856234062297,NA,NA,"sigmoid",23,200
"drbart",8.20414019919598,NA,NA,427.875,0.69,16.4709853576766,NA,NA,0.795,19.3942996377094,NA,NA,0.835,19.7457657547481,NA,NA,"sigmoid",24,200
"drbart",7.59650898845769,NA,NA,406.677,0.77,19.09415279509,NA,NA,0.83,19.4956239558615,NA,NA,0.9,19.7806589665961,NA,NA,"sigmoid",25,200
"drbart",7.15313323564254,NA,NA,419.215,0.755,18.8899661696061,NA,NA,0.87,19.5756174245505,NA,NA,0.925,19.8285797369515,NA,NA,"sigmoid",26,200
"drbart",7.70195617365859,NA,NA,394.98,0.725,19.0798705857486,NA,NA,0.835,19.5270016919485,NA,NA,0.885,19.8265172313154,NA,NA,"sigmoid",27,200
"drbart",6.53566561544267,NA,NA,391.538,0.815,19.0770578252395,NA,NA,0.92,19.4292645530809,NA,NA,0.97,19.6550876814324,NA,NA,"sigmoid",28,200
"drbart",7.68793090067321,NA,NA,421.627,0.745,19.0315308409062,NA,NA,0.845,19.4648834917635,NA,NA,0.905,19.7795618543347,NA,NA,"sigmoid",29,200
"drbart",7.08662958934637,NA,NA,397.853999999999,0.73,18.9329668299264,NA,NA,0.865,19.4742217825137,NA,NA,0.905,19.811493694798,NA,NA,"sigmoid",30,200
"drbart",7.67835751110442,NA,NA,448.892000000002,0.655,17.0685389884983,NA,NA,0.78,19.2938502445599,NA,NA,0.855,19.6618370479871,NA,NA,"sigmoid",31,200
"drbart",7.18877101421608,NA,NA,1436.759,0.75,19.1841200411947,NA,NA,0.875,19.463905242063,NA,NA,0.93,19.6568803373273,NA,NA,"sigmoid",32,200
"drbart",6.79573720926079,NA,NA,3207.002,0.765,14.353985655064,NA,NA,0.88,19.6367830939688,NA,NA,0.935,19.9151493617001,NA,NA,"sigmoid",33,200
"drbart",7.16212486758625,NA,NA,1408.798,0.71,18.5936120988297,NA,NA,0.82,18.987442852255,NA,NA,0.845,19.2577415090944,NA,NA,"sigmoid",34,200
"drbart",7.3876660970229,NA,NA,1323.369,0.725,18.8787466550223,NA,NA,0.825,19.4576401411191,NA,NA,0.9,19.764502641003,NA,NA,"sigmoid",35,200
"drbart",7.86184751094333,NA,NA,3270.32,0.725,19.3264262043338,NA,NA,0.815,19.8096928497045,NA,NA,0.88,20.0357657645971,NA,NA,"sigmoid",36,200
"drbart",7.34280051143902,NA,NA,3256.984,0.66,19.1134243535069,NA,NA,0.82,19.5336982922538,NA,NA,0.9,19.8275383441248,NA,NA,"sigmoid",37,200
"drbart",7.61115573003227,NA,NA,2196.985,0.7,19.5845074466588,NA,NA,0.805,19.7671408870312,NA,NA,0.88,19.9092347193802,NA,NA,"sigmoid",38,200
"drbart",7.70616085006256,NA,NA,4109.933,0.665,17.3653499900176,NA,NA,0.81,19.3562323623763,NA,NA,0.86,19.6423302393774,NA,NA,"sigmoid",39,200
"drbart",7.28227380486874,NA,NA,3282.829,0.695,18.8891398889163,NA,NA,0.815,19.3702651712661,NA,NA,0.88,19.6832079475765,NA,NA,"sigmoid",40,200
"drbart",7.71648919493866,NA,NA,3280.867,0.77,18.9282198819632,NA,NA,0.885,19.2168124133745,NA,NA,0.925,19.4314611520243,NA,NA,"sigmoid",41,200
"drbart",7.31140502290678,NA,NA,1685.877,0.695,18.5476842333064,NA,NA,0.785,19.2589290477526,NA,NA,0.86,19.5510522499602,NA,NA,"sigmoid",42,200
"drbart",7.1803647491283,NA,NA,1336.298,0.79,19.026713877893,NA,NA,0.91,19.3872407153654,NA,NA,0.94,19.6308434321594,NA,NA,"sigmoid",43,200
"drbart",7.34876523160247,NA,NA,5338.091,0.755,17.7415737549162,NA,NA,0.86,19.4538813905822,NA,NA,0.905,19.7832426289252,NA,NA,"sigmoid",44,200
"drbart",6.94424854589673,NA,NA,394.334999999999,0.82,19.3422345690501,NA,NA,0.9,19.5919864358019,NA,NA,0.95,19.732146058924,NA,NA,"sigmoid",45,200
"drbart",7.92046243742225,NA,NA,416.684999999998,0.74,19.2442023608845,NA,NA,0.835,19.560527801333,NA,NA,0.89,19.7862716151207,NA,NA,"sigmoid",46,200
"drbart",7.4732283574961,NA,NA,407.485000000001,0.805,19.6268514271061,NA,NA,0.86,19.8375617858489,NA,NA,0.935,20.0028953634498,NA,NA,"sigmoid",47,200
"drbart",7.05484669197009,NA,NA,269.998,0.78,9.20185925879989,NA,NA,0.81,11.0610809946453,NA,NA,0.86,12.4124548671354,NA,NA,"sigmoid",48,200
"drbart",7.14855016928648,NA,NA,398.75,0.74,18.8207802908627,NA,NA,0.82,19.5353509238018,NA,NA,0.885,19.8502442189373,NA,NA,"sigmoid",49,200
"drbart",7.74186960419939,NA,NA,400.887000000002,0.735,19.2816209200495,NA,NA,0.87,19.739862542601,NA,NA,0.915,20.0434100437181,NA,NA,"sigmoid",50,200
"drbart",7.0954103346513,NA,NA,408.365999999995,0.715,17.8443399855626,NA,NA,0.8,18.3839726266231,NA,NA,0.87,18.7242916038957,NA,NA,"sigmoid",51,200
"drbart",7.74749442489668,NA,NA,409.699999999997,0.725,19.5038738988185,NA,NA,0.815,19.7365423036487,NA,NA,0.86,19.8948415688713,NA,NA,"sigmoid",52,200
"drbart",6.90055811477709,NA,NA,413.231,0.75,18.3552041790451,NA,NA,0.835,19.099694071065,NA,NA,0.885,19.3536541896389,NA,NA,"sigmoid",53,200
"drbart",6.98852538156605,NA,NA,426.313999999998,0.79,19.0251710591487,NA,NA,0.85,19.4797806229369,NA,NA,0.915,19.748665602035,NA,NA,"sigmoid",54,200
"drbart",7.56431595848822,NA,NA,436.510000000002,0.805,19.1909853702292,NA,NA,0.9,19.5973033411291,NA,NA,0.945,19.8714307827759,NA,NA,"sigmoid",55,200
"drbart",8.08226611489513,NA,NA,425.137000000002,0.715,19.4597764864749,NA,NA,0.82,19.7493006591919,NA,NA,0.915,19.9378808553081,NA,NA,"sigmoid",56,200
"drbart",6.96318625518442,NA,NA,6360.865,0.8,18.3921836592703,NA,NA,0.88,19.2218511792624,NA,NA,0.93,19.4832124104545,NA,NA,"sigmoid",57,200
"drbart",6.78023503579121,NA,NA,405.491999999998,0.77,19.3302442438179,NA,NA,0.88,19.7660455795011,NA,NA,0.9,20.0063083238787,NA,NA,"sigmoid",58,200
"drbart",7.64121595485565,NA,NA,408.756000000001,0.715,19.0669624138922,NA,NA,0.815,19.4224471080189,NA,NA,0.895,19.6757190801021,NA,NA,"sigmoid",59,200
"drbart",7.21216714451909,NA,NA,400.18,0.685,16.7533032440407,NA,NA,0.78,18.454760430033,NA,NA,0.84,18.908390914104,NA,NA,"sigmoid",60,200
"drbart",7.56217177653557,NA,NA,1114.473,0.755,19.1629384223912,NA,NA,0.835,19.5506666850575,NA,NA,0.89,19.8360479295501,NA,NA,"sigmoid",61,200
"drbart",7.45603443371955,NA,NA,433.761999999995,0.77,19.1748283617383,NA,NA,0.855,19.5628378783043,NA,NA,0.89,19.7776483192453,NA,NA,"sigmoid",62,200
"drbart",7.4616539010599,NA,NA,392.734000000004,0.66,17.1638800697774,NA,NA,0.765,19.5321813684738,NA,NA,0.81,19.7827757091168,NA,NA,"sigmoid",63,200
"drbart",7.17493314005554,NA,NA,394.048999999999,0.765,18.4484204051058,NA,NA,0.86,18.8992791639828,NA,NA,0.905,19.1834609096169,NA,NA,"sigmoid",64,200
"drbart",7.4150876960007,NA,NA,1093.481,0.74,19.0664250322512,NA,NA,0.835,19.496675335235,NA,NA,0.88,19.7912002349511,NA,NA,"sigmoid",65,200
"drbart",7.55849199862996,NA,NA,2040.93599999999,0.68,18.999213764268,NA,NA,0.79,19.4408838107801,NA,NA,0.865,19.7314912345745,NA,NA,"sigmoid",66,200
"drbart",7.19917577056701,NA,NA,407.906999999992,0.775,18.5386390048984,NA,NA,0.85,19.2265681609535,NA,NA,0.92,19.5263618505831,NA,NA,"sigmoid",67,200
"drbart",7.97707648389736,NA,NA,397.917000000001,0.67,18.6927215981451,NA,NA,0.8,19.3445009561073,NA,NA,0.86,19.6598515760973,NA,NA,"sigmoid",68,200
"drbart",7.14023629095109,NA,NA,402.308000000005,0.71,16.7943861887119,NA,NA,0.83,19.2941318857115,NA,NA,0.86,19.6334803872543,NA,NA,"sigmoid",69,200
"drbart",8.08107724330796,NA,NA,396.409,0.655,18.4674881876408,NA,NA,0.755,19.0870075486269,NA,NA,0.795,19.4366582866164,NA,NA,"sigmoid",70,200
"drbart",7.60381967488294,NA,NA,396.106,0.62,18.6627980917825,NA,NA,0.7,19.0794645501271,NA,NA,0.795,19.3721844862837,NA,NA,"sigmoid",71,200
"drbart",7.96219555294964,NA,NA,1256.535,0.66,16.0835440164402,NA,NA,0.795,18.4010580055023,NA,NA,0.86,18.6721111145797,NA,NA,"sigmoid",72,200
"drbart",7.64938855636808,NA,NA,1287.234,0.575,15.0025831653174,NA,NA,0.73,19.1146801096637,NA,NA,0.79,19.5474177057558,NA,NA,"sigmoid",73,200
"drbart",7.28961629172691,NA,NA,405.373000000007,0.715,18.9542989470768,NA,NA,0.795,19.3558208509814,NA,NA,0.865,19.6183726537584,NA,NA,"sigmoid",74,200
"drbart",7.41988478875102,NA,NA,7871.86499999999,0.695,18.9764258324865,NA,NA,0.82,19.3731019454227,NA,NA,0.91,19.6218225938059,NA,NA,"sigmoid",75,200
"drbart",7.66666366669541,NA,NA,400.301999999996,0.76,19.5258493370949,NA,NA,0.875,19.7890725816093,NA,NA,0.925,19.9804150288829,NA,NA,"sigmoid",76,200
"drbart",7.65733712160829,NA,NA,393.284,0.725,19.6992339246274,NA,NA,0.8,19.9139708597187,NA,NA,0.83,20.0320973860558,NA,NA,"sigmoid",77,200
