"Scenario","Iteration","N_train","ISE_raw_mean","ISE_raw_expected","ISE_adjusted_mean","ISE_adjusted_expected","Mu_mean","Sigma_mean"
"beta",87,200,0.129354057492404,0.144599651528653,1.34433818774428,1.50908903586989,0.0159046989938158,0.312262083479837
"beta",88,200,0.155857020499765,0.171544305613237,1.63652415852724,1.81367800140152,0.0704892220669959,0.311158538167333
"beta",89,200,0.180161782717654,0.195511505715477,2.17464042521013,2.38030854020325,0.113313158741572,0.290705114096235
"beta",90,200,0.204386449762034,0.219512436810054,1.68683315814435,1.82513797460512,0.168581987210733,0.351043663170314
"beta",91,200,0.120847458876227,0.136722581541588,1.40578278079512,1.60066994572699,0.027618440358353,0.29549795345246
"beta",92,200,0.218970537573071,0.234125193756084,2.43551087548408,2.62080837311552,0.184495948723039,0.302162570296372
"beta",93,200,0.138501823097925,0.156026381554586,1.39436389736921,1.5770970306707,-0.0585895012061152,0.317124655598778
"beta",94,200,0.21259845448208,0.228790377363213,2.23603042553676,2.42134450734822,0.116809996552787,0.310793993916485
"beta",95,200,0.169304949706349,0.184712825332007,2.03961486951757,2.23809533349781,0.154982632835745,0.290281199738282
"beta",96,200,0.182636839464928,0.199299547893704,2.48129075182167,2.72364990339609,0.0421528304914851,0.273567139011772
"beta",97,200,0.239811247605007,0.256329505555981,2.3728538138328,2.55654725117311,0.211701909690902,0.320463250299566
"beta",98,200,0.200004698243155,0.215998287685721,2.00206484297226,2.17929704197265,0.182098591796402,0.318635177868959
"beta",99,200,0.179436734500796,0.194100380654645,2.25666831839301,2.45800742144142,-0.00345381520085992,0.284377666389078
"beta",100,200,0.196920858779664,0.213988577968727,2.71109021646071,2.95910858506748,-0.00256163368011857,0.2713950394022
"arctangent",1,200,1644.53831525431,1644.55316680252,23076.5982474882,23316.7815978646,-0.0569997976301023,0.269700261534694
"arctangent",2,200,1728.12019793921,1728.13776789296,19659.4389991495,19868.4974175918,0.0882869982292196,0.299641646959465
"arctangent",3,200,1608.09669971746,1608.11297887259,19325.8194213551,19533.6870326405,0.109879485977795,0.291579428040043
"arctangent",4,200,1505.80937508287,1505.8247255299,18764.0576423902,19015.9573078796,-0.0023582592323518,0.287012018023909
"arctangent",5,200,2050.14213247316,2050.15801537895,20275.3127074887,20510.2183532743,0.203153772204474,0.321713218727872
