"Scenario","Iteration","N_train","ISE_raw_mean","ISE_raw_expected","Mu_mean","Sigma_mean"
"box_cox",1,500,2054.01712745665,2054.02557550116,-0.0980591278028127,0.290769662147498
"box_cox",2,500,2007.68496465499,2007.69302490878,0.256002484801527,0.315569282185444
"box_cox",3,500,2154.77680742861,2154.7851161581,-0.0563612274738148,0.32787989095111
"box_cox",4,500,2162.73530486805,2162.74247987058,0.188258170692351,0.266756190662625
"box_cox",5,500,1761.25047963587,1761.2579643204,0.0364123787061836,0.258637040094926
"box_cox",6,500,1979.35467681713,1979.36244418536,-0.0202059962768275,0.310827726875345
"box_cox",7,500,1934.52774330414,1934.53499787249,0.0769411780514356,0.307456908146205
"box_cox",8,500,2569.57626485164,2569.58415621505,0.0189014929940233,0.307619759689951
"box_cox",9,500,2027.57211762619,2027.57972983656,0.0715172420864041,0.270773323043102
"box_cox",10,500,1914.09900216004,1914.10753559439,0.0374682062456923,0.310097040511692
"box_cox",11,500,1689.35748992972,1689.36487871,0.292232001628491,0.284374910992795
"box_cox",12,500,2009.41777190451,2009.42510475859,0.0783872990431289,0.267457914796446
"box_cox",13,500,1662.93375544071,1662.94074847266,-0.00213331796557905,0.23574893799125
"box_cox",14,500,1795.71770197794,1795.72552700076,0.0835249074553772,0.264830669455947
"box_cox",15,500,1942.31585567159,1942.32254633742,0.0790445508931993,0.260259743774565
"box_cox",16,500,1676.29013492546,1676.29746555071,0.11825443220991,0.266201039010531
"box_cox",17,500,1722.53582056241,1722.54323246745,0.00977790046559647,0.25745983183742
"box_cox",18,500,1927.98601496422,1927.99338194643,0.0338753563748024,0.288899591326389
"box_cox",19,500,2218.59053028693,2218.59819198743,0.0147802973075255,0.286639324497803
"box_cox",20,500,2199.77964567161,2199.78713647042,0.167067291203419,0.280526432660749
"box_cox",21,500,2063.26918019045,2063.27660771295,0.0890024003994398,0.303686707636943
"box_cox",22,500,1955.84975570051,1955.85748132778,0.04641314212122,0.261276736314521
"box_cox",23,500,1904.63783374641,1904.64533007582,0.0891863660244405,0.305112008308512
"box_cox",24,500,1910.48607641835,1910.49329646244,0.107217917124121,0.306879542078014
"box_cox",25,500,2287.70619143628,2287.71346797421,0.10765112780089,0.304502193260636
"box_cox",26,500,1890.63251631248,1890.64024177257,0.0518968899046811,0.259361648666506
"box_cox",27,500,1987.43488640071,1987.44281234038,-0.00806284573599829,0.295549974785154
"box_cox",28,500,1733.4618894532,1733.46975697007,0.179179370503018,0.286875048022133
"box_cox",29,500,2490.06281566018,2490.07057205721,0.0451090731239068,0.305873876376964
"box_cox",30,500,1942.45340896831,1942.4614673798,0.0157580865537473,0.292271120096716
"box_cox",31,500,2144.49709493394,2144.50464000138,0.240117086090377,0.25216656447027
"box_cox",32,500,1473.14213501213,1473.14928451195,0.198866612841536,0.258144448520695
"box_cox",33,500,2376.55259762851,2376.55954855705,0.206459036075142,0.30903201497258
"box_cox",34,500,2031.08709881382,2031.09416426325,0.136419134443189,0.270443766225479
"box_cox",35,500,1883.15634757714,1883.16430965734,0.120015210072218,0.27156166367824
"box_cox",36,500,1959.91869071831,1959.92641056282,0.0601099049859382,0.312915561964544
"box_cox",37,500,2334.52676549234,2334.53331498564,0.195030000596192,0.263273475193797
