"Model","RMSE","Mean_CRPS","Median_CRPS","Runtime","Coverage_Q_80","Width_Q_80","Coverage_HPD_80","Width_HPD_80","Coverage_Q_90","Width_Q_90","Coverage_HPD_90","Width_HPD_90","Coverage_Q_95","Width_Q_95","Coverage_HPD_95","Width_HPD_95","Scenario","Iteration","N_train"
"sebart",15.7472544841782,32.2753237449487,26.9584578156888,6.306,0.816,35.520548733888,0.748,30.1442963693469,0.892,44.4517581031175,0.872,40.7569761153143,0.926,52.5664646684729,0.916,48.6595759147316,"identity",1,500
"bart",8.0386180846675,35.6722610681814,27.8782208528089,1.278,0.566,11.1268942484781,0.553,10.9386110742111,0.673,14.3879366331831,0.663,14.1750018108399,0.756,17.2308993565615,0.752,17.0168385215384,"identity",1,500
"bart_bc",15.4029483611664,31.799926653359,27.1332317923902,3.719,0.814,40.4297461538409,0.733,36.7244030341337,0.881,52.9947020494835,0.857,48.6473110276544,0.922,64.4355183508173,0.921,59.7166236214075,"identity",1,500
"sblm",32.0135523905041,22.2621862970392,20.6678215810863,1.56,0.83,70.4102810533895,0.804,60.4996132391061,0.93,97.1634983091493,0.919,84.6009754718581,0.963,123.861276134986,0.952,110.084691744881,"identity",1,500
"sebart",15.6967105729156,32.0967672515556,26.7862425877888,7.09,0.809,37.6566454279739,0.74,32.0409132207152,0.886,49.5184883684379,0.852,42.7949051765072,0.927,58.7159979708016,0.919,53.8801591300888,"identity",2,500
"bart",7.07014571664743,35.6904313792384,27.8628593530526,1.372,0.586,11.4847681977129,0.584,11.2568868631568,0.698,14.7793258118597,0.696,14.543415415477,0.773,17.629010046815,0.761,17.3697121446254,"identity",2,500
"bart_bc",14.6320262281302,31.7608018660492,27.0565243376589,3.342,0.781,42.3794820749584,0.71,38.2107047644926,0.864,55.6006454587813,0.835,50.8024026597962,0.911,67.7793890003057,0.912,62.4577020880837,"identity",2,500
"sblm",30.3519289684846,22.3932735749308,20.7235726848416,1.448,0.796,63.1032566161184,0.761,54.1102837143455,0.894,88.5338202105565,0.869,75.7356267828425,0.943,114.829607001539,0.941,99.555334446364,"identity",2,500
"sebart",13.002722071891,31.6667671129157,26.7860984663095,6.411,0.783,34.8614616581812,0.722,29.9031289042666,0.867,44.491310605237,0.831,40.1076990289578,0.918,52.5331125547572,0.904,48.8159643607371,"identity",3,500
"bart",7.08164190203299,35.625593157975,27.8763535380996,1.309,0.606,10.9090818913233,0.587,10.6860966782621,0.723,13.9761549725123,0.713,13.7872511096769,0.808,16.6019812666298,0.801,16.3936452340736,"identity",3,500
