"Scenario","Iteration","N_train","ISE_raw_mean","ISE_raw_expected","Mu_mean","Sigma_mean"
"identity",1,150,1665.09469925675,1665.11597006485,0.0827140218786785,0.284999877045996
"identity",2,150,1431.49748410157,1431.51834528781,0.222857587712148,0.337947699869178
"identity",3,150,2112.54611946893,2112.56614930641,0.164341160605237,0.302929975910592
"identity",4,150,2607.81434562326,2607.83369472405,0.0707475285676029,0.31699824668938
"identity",5,150,1824.27152603388,1824.29258776719,0.151255591156184,0.314294376966317
"identity",6,150,2250.82452516627,2250.84420109696,0.0198883918382818,0.277484596258686
"identity",7,150,969.467765887699,969.487959742579,0.0155172614966901,0.312076668023457
"identity",8,150,2221.25310859883,2221.27301234996,-0.000814871919445259,0.301526672944357
"identity",9,150,1943.85801243766,1943.87551325662,0.12574307857649,0.326248217427081
"identity",10,150,2008.23680552291,2008.25621518043,-0.00118740345466489,0.258443703571032
"identity",11,150,1793.80011296047,1793.81925444512,-0.0153485315882954,0.3318405852261
"identity",12,150,2767.99115388487,2768.01320043825,0.235279798043609,0.297895863926851
"identity",13,150,3139.28906032863,3139.30841110936,0.11210109718467,0.356714694898843
"identity",14,150,1054.16684625364,1054.19030949464,0.0423815232671831,0.259998860318693
"identity",15,150,1870.21548253872,1870.23544638089,-0.0265062543129535,0.29206619182628
"identity",16,150,2182.14786753735,2182.16741832467,0.213483113229249,0.321269258988447
"identity",17,150,2322.41860639401,2322.43850809199,0.108748133942147,0.283524879769975
"identity",18,150,1973.0343367359,1973.05450830791,0.0866505915158018,0.320995773918488
"identity",19,150,1503.66262446619,1503.682960134,0.0586978678218211,0.27123780254148
"identity",20,150,1447.34551564874,1447.36798506566,-0.00722990181009991,0.258675947762453
"identity",21,150,1641.15909251401,1641.18046774925,0.145142534511652,0.340943071625561
"identity",22,150,2086.98777494407,2087.00564407332,0.111818500613998,0.30229685043386
"identity",23,150,2321.77684435658,2321.7955244815,0.140666017207733,0.314143142812978
"identity",24,150,1673.63776995536,1673.65594411379,0.150047400620066,0.30229909751992
"identity",25,150,1986.92872410383,1986.94897705389,0.17207452995479,0.315806026626618
"identity",26,150,1221.05979923097,1221.0787964821,0.136712630047381,0.307464016605851
"identity",27,150,2311.79575365465,2311.81512910128,0.00286424320939259,0.260039154787964
"identity",28,150,1641.18293053447,1641.20329428133,0.214002453204241,0.316707331001458
"identity",29,150,2633.90545021315,2633.92417644822,0.127634816272315,0.277097131598512
"identity",30,150,2053.49474761339,2053.51539329832,0.021416050200417,0.331740649238495
"identity",31,150,2194.58896348182,2194.6109867798,0.158040285959092,0.293527737588932
"identity",32,150,1825.34844126086,1825.36658887171,0.0606286354538341,0.309331987655177
"identity",33,150,1309.71570415923,1309.73497933093,0.0205371938183808,0.317599576628654
"identity",34,150,913.402701613463,913.421422993598,0.019726462950715,0.296970626327919
"identity",35,150,3123.63338421458,3123.65378561848,0.00986032156842371,0.250631847273915
"identity",36,150,1289.56965009005,1289.5870763266,0.0497631054784368,0.315692271661936
"identity",37,150,1361.91836959356,1361.94128281776,0.221221227242824,0.333938394670459
"identity",38,150,1983.59655980909,1983.61665897853,-0.0376210731832876,0.257381695818199
"identity",39,150,2522.65058188375,2522.66973727581,0.0971516379904569,0.25936826154987
"identity",40,150,1647.30342292553,1647.32572899206,0.122381444450139,0.270521608713853
"identity",41,150,1534.42794689627,1534.44842171133,0.0341377432977954,0.309479156068249
"identity",42,150,2078.47201178521,2078.49185581007,0.0503322378731529,0.267332349749698
"identity",43,150,2080.04050742535,2080.05979002733,0.152907004648718,0.330374468179973
"identity",44,150,1213.53799673005,1213.55904747224,0.0357578827613381,0.280851910638978
"identity",45,150,1996.09124596561,1996.112508676,0.232834216927304,0.31384374313887
"identity",46,150,2095.71838977749,2095.74035584846,-0.057216395321665,0.298545349430855
"identity",47,150,1700.20828877551,1700.22708403625,0.0924888689321037,0.284241575378511
"identity",48,150,1816.19083459985,1816.21102872193,0.195200869069437,0.33709775915801
"identity",49,150,3349.2121582967,3349.23679980046,0.26551145000547,0.312266738514712
"identity",50,150,1825.99706040407,1826.01436549135,0.196058296253573,0.354677626614244
"identity",51,150,2397.90191111653,2397.92216039364,-0.00199915272508226,0.245800588001735
"identity",52,150,1547.26775583129,1547.2883973228,0.0588527379520985,0.30797241762347
"identity",53,150,1084.70629523958,1084.72614735169,0.159720855155262,0.305592748221406
"identity",54,150,2250.79178141957,2250.81047121486,0.020149406444593,0.305521495585493
"identity",55,150,1882.05333687092,1882.0757300381,0.178961443277957,0.272854705234533
"identity",56,150,1726.74008965912,1726.76007683923,0.166380246414525,0.323100193577977
"identity",57,150,1558.81235117715,1558.85726822485,0.184958623295121,0.332009985660839
"identity",58,150,1650.78356742926,1650.80297173977,0.0665055801326167,0.319565876665283
"identity",59,150,1582.69032704365,1582.71122654083,0.0902369280438366,0.267300013377317
"identity",60,150,2070.40610893199,2070.42759388284,0.0659797250709224,0.297835090739846
"identity",61,150,1705.72636695334,1705.74840967344,0.028314231237471,0.346714941154684
"identity",62,150,2298.94763504126,2298.96738825172,0.0875447785259889,0.323771991176619
"identity",63,150,2409.74338197444,2409.76279392398,0.105969773601922,0.314967961808423
"identity",64,150,1315.84238446285,1315.86100224261,0.12713906591487,0.353381661986753
"identity",65,150,2077.07756336832,2077.09673996232,0.167168813134722,0.310925985515702
"identity",66,150,1685.31240826496,1685.33099373018,0.1168299511381,0.328079544764087
"identity",67,150,1631.29070795457,1631.31031470026,0.103911106622972,0.310771061477581
"identity",68,150,1479.71865817083,1479.73833220663,0.0348593661967884,0.310398324497481
"identity",69,150,2191.69286583528,2191.71317077625,-0.00331109742690312,0.263856331734971
"identity",70,150,1389.24221064599,1389.26279668888,0.0868153341424242,0.288881150742352
"identity",71,150,2616.94062772053,2616.95970707083,0.186358344642641,0.366429120438502
"identity",72,150,1662.74174337902,1662.76380764179,0.168547484460112,0.348623717755865
"identity",73,150,1399.03053006155,1399.05194709556,0.191358304502285,0.293153184787884
"identity",74,150,1983.14988993329,1983.17013547162,0.0409376022126937,0.327351266820758
"identity",75,150,1938.86510415942,1938.8878079649,-0.0626435845082887,0.306888331278627
"identity",76,150,1124.65391859702,1124.68655451837,-0.00778818647553243,0.282874539271226
"identity",77,150,2379.52320912631,2379.54269751028,0.146121871894303,0.29296845711769
"identity",78,150,2000.41227739359,2000.43246298536,0.043501183305936,0.260403447138187
"identity",79,150,1467.79020135629,1467.80940139151,0.0140262803768576,0.272771414746637
"identity",80,150,2263.43129145641,2263.45313592371,0.00642644625476722,0.30295556281581
"identity",81,150,1697.11574263519,1697.13666296831,0.136158902471622,0.319056745063534
"identity",82,150,1530.36258142949,1530.38222110793,0.116104126146017,0.291580213681409
"identity",83,150,1975.42863807353,1975.44966327648,0.164341077716261,0.268434019958007
"identity",84,150,1635.117988123,1635.13855404961,0.0223935831052112,0.28127326568363
"identity",85,150,1433.23959415156,1433.25886591345,0.104625856850479,0.304590898341222
"identity",86,150,1647.80281985047,1647.82312147825,0.0714006017143477,0.276096200003636
"identity",87,150,1979.41336423691,1979.43269624277,0.0306861936810203,0.293677263627788
"identity",88,150,1237.34140811586,1237.35961330168,0.124758218775012,0.286833151363478
"identity",89,150,1713.61625720138,1713.63521389457,0.0178034707122035,0.305672842429459
"identity",90,150,1199.57384719935,1199.59403131902,0.160563258933683,0.323374743511026
"identity",91,150,2105.3847466652,2105.40606621621,0.068996780673005,0.310268206228386
"identity",92,150,2045.52011838082,2045.54050277379,0.13152121888436,0.280535714992965
"identity",93,150,2016.19410146384,2016.21327729247,0.0263350624885222,0.281974455917737
"identity",94,150,1773.1464936195,1773.16667686218,0.102804589202021,0.251394099339066
"identity",95,150,1733.62806161756,1733.64770012481,0.12286291070103,0.295767713345026
"identity",96,150,1495.3420377152,1495.36267676559,-0.0530478461135945,0.273487357672632
"identity",97,150,2934.91349016626,2934.93336961041,0.187098136021896,0.313466690424882
"identity",98,150,2676.81087433144,2676.83026226184,0.0355090125522131,0.300636358099482
"identity",99,150,1952.62428075705,1952.6434457812,0.145474389576097,0.32554846541438
"identity",100,150,1944.13376731981,1944.15421566028,0.136702812020958,0.300299148379339
