"Scenario","Iteration","N_train","ISE_raw_mean","ISE_raw_expected","Mu_mean","Sigma_mean"
"identity",26,500,1890.63251631248,1890.64024177257,0.0518968899046811,0.259361648666506
"identity",27,500,1987.43488640071,1987.44281234038,-0.00806284573599829,0.295549974785154
"identity",28,500,1733.4618894532,1733.46975697007,0.179179370503018,0.286875048022133
"identity",29,500,2490.06281566018,2490.07057205721,0.0451090731239068,0.305873876376964
"identity",30,500,1942.45340896831,1942.4614673798,0.0157580865537473,0.292271120096716
"identity",31,500,2144.49709493394,2144.50464000138,0.240117086090377,0.25216656447027
"identity",32,500,1473.14213501213,1473.14928451195,0.198866612841536,0.258144448520695
"identity",33,500,2376.55259762851,2376.55954855705,0.206459036075142,0.30903201497258
"identity",34,500,2031.08709881382,2031.09416426325,0.136419134443189,0.270443766225479
"identity",35,500,1883.15634757714,1883.16430965734,0.120015210072218,0.27156166367824
"identity",36,500,1959.91869071831,1959.92641056282,0.0601099049859382,0.312915561964544
"identity",37,500,2334.52676549234,2334.53331498564,0.195030000596192,0.263273475193797
"identity",38,500,2134.71531209412,2134.72265715308,0.0819701930462872,0.27173292834543
"identity",39,500,2488.05275732305,2488.05962033956,0.132513664038193,0.28813857406425
"identity",40,500,1660.0789947248,1660.0865016821,0.161464089176488,0.255732002557376
"identity",41,500,1840.05254844586,1840.05969154338,0.111727894156331,0.301265188119394
"identity",42,500,1856.26680381417,1856.27443369838,0.171149249638987,0.280098508429902
"identity",43,500,1761.78363125964,1761.79142530027,0.115053765551145,0.290828239683005
"identity",44,500,1482.39974731326,1482.40828473084,0.271768449039239,0.335155775119882
"identity",45,500,1368.62518636579,1368.63334149727,0.129928493454849,0.28536183215708
"identity",46,500,1735.33842771185,1735.34596232074,0.0746815054847405,0.271687165387788
"identity",47,500,2033.23719356144,2033.24411560859,0.205125770866857,0.263318094279075
"identity",48,500,1605.80529901214,1605.81260186229,0.183573062676387,0.286444272650192
"identity",49,500,2099.97111046293,2099.97785143416,0.170494866202032,0.304162356841166
"identity",50,500,1895.59286481795,1895.60111511299,0.225160147037593,0.279728716548216
"identity",51,500,1991.97115216161,1991.97805654475,0.0865512129977996,0.247039584106542
"identity",52,500,1691.32785646863,1691.33520999339,0.109499194163995,0.317753014994589
"identity",53,500,1971.09817987744,1971.10502228292,0.335115473797331,0.308656878312454
"identity",54,500,2186.35252424828,2186.36026210093,0.0305831660726255,0.293713234308493
"identity",55,500,1976.7306620728,1976.7374503531,0.178423368154493,0.250921075607212
"identity",56,500,1721.75848622602,1721.76640481535,-0.0653020929836546,0.299862779809431
"identity",57,500,1581.1315095296,1581.13897980869,0.131753356758079,0.301977582821604
"identity",58,500,1841.6648464631,1841.67228023072,0.214355667993469,0.261700849829429
"identity",59,500,2118.97969686011,2118.98699463485,0.0524451735738991,0.276056990859854
"identity",60,500,1857.44365829956,1857.45150911079,-0.0798937798579744,0.278805265405239
"identity",61,500,1892.83306126903,1892.84003501333,0.139619661956995,0.275423842890148
"identity",62,500,1747.46982913525,1747.47760203694,0.0545872887353689,0.290622262181484
"identity",63,500,2156.04205382134,2156.04929244936,0.0755909860801684,0.308726711076199
"identity",64,500,1712.87530926216,1712.88282598031,0.0937704241765585,0.313678299907542
"identity",65,500,1840.20389446808,1840.21149178228,0.105948772869181,0.322508250973498
"identity",66,500,1808.29731352836,1808.30499205065,0.126343529838471,0.308320186210084
"identity",67,500,1861.51575754628,1861.52287707435,0.295128195595306,0.282864851289064
"identity",68,500,1950.274322957,1950.28242681032,0.0553177675827752,0.267944670599119
"identity",69,500,2022.64790112849,2022.65582274617,0.0683532374825137,0.280878835682883
"identity",70,500,1617.93699764861,1617.94444839942,0.1113101951035,0.301513944080724
"identity",71,500,1843.46698627136,1843.47524321299,-0.186442898364582,0.320712681406753
"identity",72,500,1755.88705335515,1755.89525022011,0.0297365212422609,0.303866128091334
"identity",73,500,2221.26051525143,2221.26797655312,0.211240969135521,0.283357899618027
"identity",74,500,2277.19382881796,2277.20166865417,0.144984248712525,0.320004701024817
"identity",75,500,2037.54641772139,2037.55465820419,-0.0417317714341438,0.26686796247001
"identity",76,500,1746.6108112861,1746.61807991464,0.0537255341828655,0.263589251656757
"identity",77,500,1852.08762863288,1852.09496471214,0.00910042735954412,0.297032095903164
"identity",78,500,1572.37231243671,1572.38020262517,-0.0303516423823958,0.320273948017107
"identity",79,500,2135.31964685359,2135.32761325133,0.0808461389403362,0.277793783209023
"identity",80,500,1750.96325257757,1750.97138609174,0.0861090841505006,0.289963971394185
"identity",81,500,1973.61631034093,1973.62375224715,0.0350093620856571,0.302751410065622
"identity",82,500,1565.36117402487,1565.36872913569,0.0378664645117818,0.263612390825792
"identity",83,500,1840.15158208036,1840.15882730438,0.0764755552355111,0.287202245346798
"identity",84,500,1567.69309719576,1567.70097024513,0.279899810897676,0.287047267323269
"identity",85,500,1755.96486849665,1755.97262610466,0.031601810661855,0.289282802893521
"identity",86,500,1670.7169259417,1670.72461610651,0.0313900835551252,0.29861860297657
"identity",87,500,2026.36926226454,2026.37763828547,0.218006812295299,0.298757282357924
"identity",88,500,2239.46948693261,2239.47666344606,0.0863080672918864,0.269380360193409
"identity",89,500,2091.55108507452,2091.55820423273,0.0118362615260702,0.2759420003264
"identity",90,500,2193.71460211139,2193.72216997923,0.171257030423332,0.269784910296949
"identity",91,500,1773.9803870788,1773.98775036804,0.153720505492497,0.266503333194727
"identity",92,500,1705.27601276719,1705.28330009305,0.0583725190934603,0.246729610625775
"identity",93,500,2249.55256457568,2249.55920606381,0.0858080370954522,0.275525415086258
"identity",94,500,1620.50798198655,1620.51598430592,0.104727304845719,0.298083291498306
"identity",95,500,2340.66564729516,2340.67275481816,0.120550586031657,0.28618870987493
"identity",96,500,1708.02335885037,1708.03103295993,0.110506057344889,0.262009695291242
"identity",97,500,2010.19256896276,2010.20049560177,0.240046302655265,0.317004668294462
"identity",98,500,1920.45633896441,1920.46302486021,0.183849980683335,0.293558881298909
"identity",99,500,1963.64399161446,1963.65181462639,0.0765968145127745,0.305182149595146
"identity",100,500,2437.17287196958,2437.18073800148,0.0306595100877398,0.309333126571118
