"Scenario","Iteration","N_train","adjustment","y","truth","mean","lower","upper"
"sigmoid",1,150,"location_scale",19.8303583541316,27.0338953971029,-0.57885862854908,-0.991735716574463,-0.234877426625167
"sigmoid",1,150,"location_scale",19.8629626924763,28.307702902607,-0.5367898001293,-0.929047109406462,-0.208320381636191
"sigmoid",1,150,"location_scale",19.884334032625,29.318219496054,-0.497939299967794,-0.894885294974121,-0.170425167699995
"sigmoid",1,150,"location_scale",19.8875118136374,29.484157500288,-0.462818635303128,-0.85279494932138,-0.137683765224861
"sigmoid",1,150,"location_scale",19.895865587518,29.9436618886704,-0.428401213598987,-0.824881911431212,-0.112243649463488
"sigmoid",1,150,"location_scale",19.9259387397895,31.9709495401201,-0.396303461869343,-0.779151236669835,-0.0901241594681457
"sigmoid",1,150,"location_scale",19.9259919511147,31.9752220962311,-0.367594192798227,-0.750252602447911,-0.0705522768943206
"sigmoid",1,150,"location_scale",19.949818438332,34.283362240929,-0.34051504162421,-0.717282939094463,-0.0345239132766251
"sigmoid",1,150,"location_scale",19.9525109461283,34.6107803345093,-0.3145288352461,-0.698637153564709,-0.013751116198537
"sigmoid",1,150,"location_scale",19.9613782517791,35.8375046145356,-0.292674753672448,-0.682909836870604,0.0140106466653043
"sigmoid",1,150,"location_scale",19.9797606969846,39.670038135474,-0.272584894325263,-0.653536265885792,0.0353669560881966
"sigmoid",1,150,"location_scale",19.9817860735165,40.2951107514464,-0.252568325989898,-0.61927618546168,0.0542585369292096
"sigmoid",1,150,"location_scale",19.9823939873768,40.4963376610024,-0.233645093153486,-0.604340967737845,0.0771216853202805
"sigmoid",1,150,"location_scale",19.986571128782,42.1015982971531,-0.216546340939867,-0.585953057891292,0.0958430456154726
"sigmoid",1,150,"location_scale",19.9874871490442,42.5203018182477,-0.201658411150927,-0.579947230965432,0.119679726885628
"sigmoid",1,150,"location_scale",19.9882761487177,42.9062757932272,-0.18838463973588,-0.576628702285556,0.140755114815625
"sigmoid",1,150,"location_scale",19.9904753852455,44.1373108862434,-0.176778452007736,-0.573781415797404,0.148672884280135
"sigmoid",1,150,"location_scale",19.9909014899858,44.4085047963613,-0.16636045464185,-0.56886179288469,0.169462994705029
"sigmoid",1,150,"location_scale",19.9918119804419,45.0332390692387,-0.156282040599597,-0.555857692181676,0.189994637113672
"sigmoid",1,150,"location_scale",19.9928442810324,45.8316675388259,-0.147189638056644,-0.550737539194075,0.203037833689357
"sigmoid",1,150,"location_scale",19.993428072325,46.335876575845,-0.138327746012261,-0.550407105253491,0.229738010531817
"sigmoid",1,150,"location_scale",19.9943239096874,47.2040579645147,-0.130334697074613,-0.549988694665327,0.239163425938371
"sigmoid",1,150,"location_scale",19.9944100909304,47.2946963044743,-0.12312413416544,-0.547149671164103,0.246143765395689
"sigmoid",1,150,"location_scale",19.9947400837973,47.6551684096628,-0.116995846178894,-0.546845728192206,0.261861711442903
"sigmoid",1,150,"location_scale",19.9948318496423,47.7594337162255,-0.111527679133153,-0.534043497796666,0.275490950903878
"sigmoid",1,150,"location_scale",19.996080904603,49.3982984636632,-0.105958614822963,-0.528152767155201,0.292983745224585
"sigmoid",1,150,"location_scale",19.9966761896213,50.374207750757,-0.100496739211997,-0.526456211787854,0.303014793496182
"sigmoid",1,150,"location_scale",19.9970321476345,51.0451786815758,-0.0954474596353588,-0.521670464601487,0.315655225527945
"sigmoid",1,150,"location_scale",19.9973136217985,51.6354118499305,-0.0907573129639049,-0.509699730891744,0.324255596957626
"sigmoid",1,150,"location_scale",19.9974873682298,52.031463235436,-0.0858066300899724,-0.501303763835934,0.335479788368585
"sigmoid",1,150,"location_scale",19.9975009032559,52.0634569849724,-0.0810383583831301,-0.491143639536533,0.339549733962951
"sigmoid",1,150,"location_scale",19.9975641580253,52.215311247055,-0.0759574382356629,-0.47619097706725,0.352195823035343
"sigmoid",1,150,"location_scale",19.9977746003992,52.7505106210584,-0.0706685891591947,-0.4702893589682,0.369786373986007
"sigmoid",1,150,"location_scale",19.9981430753542,53.8226873634057,-0.0642621879308262,-0.464242951245191,0.393133230444969
"sigmoid",1,150,"location_scale",19.9981544046035,53.8589353073207,-0.058280871286218,-0.451428666062221,0.403341921410219
"sigmoid",1,150,"location_scale",19.998359409364,54.5563492951965,-0.0513495145113852,-0.44144582041328,0.410914144239777
"sigmoid",1,150,"location_scale",19.9989441722304,57.1667715569885,-0.0431426303422241,-0.437422828636502,0.422691083992263
"sigmoid",1,150,"location_scale",19.9989972931569,57.4725200661346,-0.0348829401388608,-0.424867295248414,0.432422603563199
"sigmoid",1,150,"location_scale",19.999152208775,58.4665108795905,-0.0250866992771126,-0.413522217558101,0.438478947033132
"sigmoid",1,150,"location_scale",19.9995139455157,61.7614088689028,-0.0153139544763322,-0.403756137178313,0.449233646744424
"sigmoid",1,150,"location_scale",19.9995600352005,62.351461650557,-0.00383718422157511,-0.382814168267449,0.467772772903521
"sigmoid",1,150,"location_scale",19.9995802607941,62.6301892096206,0.00817797129872141,-0.374214370765192,0.479311242979807
"sigmoid",1,150,"location_scale",19.9995838298118,62.6807646079669,0.0224656686680752,-0.363850533066074,0.500378303089456
"sigmoid",1,150,"location_scale",19.9996563429474,63.8146570194343,0.0369411006145783,-0.34545389008581,0.515142931013256
"sigmoid",1,150,"location_scale",19.9997799082979,66.4537776974683,0.053644189685179,-0.322672038546582,0.526465078630096
"sigmoid",1,150,"location_scale",19.999780487895,66.4693950669057,0.0727595110683718,-0.299012487143902,0.562993415175263
"sigmoid",1,150,"location_scale",19.9998319070298,68.050078330254,0.0919954712677193,-0.270367599949234,0.569945790071505
"sigmoid",1,150,"location_scale",19.9998432268603,68.46298605204,0.115463333061832,-0.243555025784915,0.597769914450587
"sigmoid",1,150,"location_scale",19.9998603910543,69.1497365970643,0.139300467539056,-0.223296680004951,0.632914366467666
