"Model","RMSE","Mean_CRPS","Median_CRPS","Runtime","Coverage_Q_80","Width_Q_80","Coverage_HPD_80","Width_HPD_80","Coverage_Q_90","Width_Q_90","Coverage_HPD_90","Width_HPD_90","Coverage_Q_95","Width_Q_95","Coverage_HPD_95","Width_HPD_95","Scenario","Iteration","N_train"
"sblm",33.3405099255183,22.7786907087595,20.748458327091,2.257,0.759,59.064825431555,0.737,48.7327273952689,0.861,82.5214786195735,0.833,69.3507841300786,0.914,105.83156195221,0.898,90.7973069661614,"identity",7,200
"sebart",14.4811011830899,28.3943310278059,23.4394378022635,4.547,0.833,41.5802386459903,0.777,35.7526901080622,0.89,53.7297223766859,0.874,47.6464796534521,0.931,63.0559240086444,0.921,58.4038219225163,"identity",8,200
"bart",8.38672637480107,29.6347614799295,22.9059830682463,1.099,0.829,23.6683354014144,0.821,23.3408234152348,0.93,30.3710534067104,0.93,30.0028643217263,0.973,36.1360197541738,0.971,35.737281610342,"identity",8,200
"bart_bc",25.0116144850626,27.9728207824589,22.9454998255982,2.47099999999999,0.802,60.6792341473007,0.727,49.4968636521212,0.893,82.846038163862,0.887,69.9964770820128,0.954,105.163194246907,0.965,91.302429140665,"identity",8,200
"sblm",26.6874174443691,19.9036526284249,18.5221007331755,2.294,0.827,66.8268352934948,0.79,56.6319445673285,0.926,92.9376460617675,0.901,79.8283013823091,0.968,118.79829605837,0.962,105.80819854968,"identity",8,200
"sebart",14.2645666879689,27.3203717160328,23.8620621432203,4.65100000000001,0.842,36.5895611554213,0.778,31.5631850412153,0.9,47.009882343238,0.881,42.3268700699219,0.928,55.474283298189,0.925,51.7857102852724,"identity",9,200
"bart",8.69307640450333,30.4901346007056,24.6839456990064,1.09999999999999,0.774,19.0754676839073,0.767,18.8266911526706,0.899,24.4718387546072,0.897,24.201835540552,0.942,29.0998978552845,0.938,28.8143983890285,"identity",9,200
"bart_bc",19.4219738491112,26.1251888744541,23.1286629968219,2.42299999999999,0.775,53.7139485216401,0.709,44.2476717695253,0.862,72.4500456849647,0.845,61.5897238920699,0.908,90.9639577581702,0.921,79.2133550879792,"identity",9,200
"sblm",26.4034039998753,20.557747602347,19.2977953787737,2.414,0.801,60.0988098803157,0.804,53.1228920206683,0.901,80.836747224954,0.884,71.9709863872411,0.939,99.7692262559113,0.936,90.1870187081635,"identity",9,200
"sebart",18.2713151784285,31.1661997851963,27.1460029047792,5.25,0.791,40.5172134635591,0.717,34.707210087277,0.874,51.9687671390534,0.839,46.6333223452883,0.921,61.6917158719505,0.908,57.3212698804493,"identity",10,200
"bart",12.0122031991202,33.5494004094027,26.8387335416602,1.139,0.817,21.2284735374137,0.813,20.93300890317,0.911,27.2314874372678,0.901,26.9076126743107,0.949,32.3867586698538,0.949,32.0332449214658,"identity",10,200
"bart_bc",24.9114519510153,29.6590456774784,26.0623241882051,2.688,0.8,59.3483570284229,0.713,48.8789202919993,0.891,80.6340280357702,0.881,68.7422190501689,0.959,101.993491039662,0.964,89.0619356040246,"identity",10,200
"sblm",30.6702940161366,24.2787565690384,21.9805503983022,2.27799999999999,0.811,62.2385074222405,0.797,53.3645389090704,0.885,82.1765356089161,0.868,72.5309242523919,0.916,99.953822576526,0.908,89.9849641642356,"identity",10,200
"sebart",14.1679850896786,29.0929992313482,24.7790226783652,4.625,0.868,46.1488234528041,0.821,39.6301976389902,0.912,58.5917877627924,0.923,53.1673463332619,0.94,69.3428478311149,0.942,64.5279649349875,"identity",11,200
"bart",8.94706899648127,33.1027178204852,26.0785158609123,1.14399999999998,0.833,20.2227826786667,0.826,19.959635149029,0.926,25.9838189591725,0.913,25.6943697291679,0.959,30.9224560939095,0.957,30.6035832683507,"identity",11,200
"bart_bc",19.9619888761493,28.7801626350172,24.7337048214619,2.49799999999999,0.836,66.2404418513639,0.767,53.0606329614539,0.904,90.3690214410982,0.91,75.6237940132362,0.956,114.534333723116,0.967,98.887180901807,"identity",11,200
"sblm",30.4691279896857,21.8038517289617,20.5721422439829,2.27600000000001,0.816,69.754498977586,0.802,58.5366793955175,0.905,94.6686186029974,0.893,82.2982720678424,0.944,116.872322723257,0.939,105.056717898123,"identity",11,200
"sebart",12.8820395809084,27.4720067763884,23.2879740141548,4.57899999999998,0.86,39.4185558720962,0.801,34.0609285063384,0.915,49.9149465082231,0.909,45.4686421407899,0.945,58.6186397355474,0.95,55.1513321170135,"identity",12,200
"bart",9.88792183300206,30.4205103495321,24.4700560915183,1.12400000000002,0.785,19.7553055980475,0.789,19.5086349367989,0.891,25.3645510002671,0.894,25.0837205119651,0.942,30.1767065858433,0.939,29.8664192254228,"identity",12,200
"bart_bc",19.0772862048953,26.5261620849588,23.1928978667623,2.46100000000001,0.82,55.0556193363944,0.73,45.0438937786282,0.889,74.8016222744149,0.881,63.3689160931157,0.939,94.2226220848305,0.951,82.1340294186941,"identity",12,200
"sblm",27.8753922557879,21.3671031102348,19.0463574872703,2.32900000000001,0.833,66.165876884254,0.824,58.7011415433476,0.922,87.944891873185,0.905,79.3818969136589,0.957,107.479740709087,0.947,99.4688191348166,"identity",12,200
"sebart",14.5656959721574,30.7189025107806,26.3120091232333,4.548,0.858,43.2456506953169,0.795,37.4477142472943,0.926,55.3592020536935,0.893,50.4589214973477,0.965,66.0970753635585,0.946,61.4483800832364,"identity",13,200
