"Model","RMSE","Mean_CRPS","Median_CRPS","Runtime","Coverage_Q_80","Width_Q_80","Coverage_HPD_80","Width_HPD_80","Coverage_Q_90","Width_Q_90","Coverage_HPD_90","Width_HPD_90","Coverage_Q_95","Width_Q_95","Coverage_HPD_95","Width_HPD_95","Scenario","Iteration","N_train"
"sebart",56.5489446226444,77.6815796706006,69.7236823369801,4.392,0.824,125.566320975503,0.787,101.389099260954,0.91,153.187253956997,0.905,134.360484529413,0.937,173.597592874623,0.956,159.327391701757,"arctangent",1,200
"bart",59.1313935245198,78.3176955053748,72.54562333137,1.135,0.452,65.6011287710027,0.451,64.946187941719,0.532,84.2471231873279,0.524,83.507196651704,0.603,100.377174348706,0.593,99.5228749240489,"arctangent",1,200
"bart_bc",355.275597875282,108.690197565635,87.8535536671629,2.467,0.78,805.950802632662,0.702,407.243455730935,0.885,1481.42668898582,0.928,921.703980749363,0.947,2398.09952901236,0.996,1690.25158815888,"arctangent",1,200
"sblm",80.4418791515191,60.6351966371564,56.6881196818434,2.232,0.816,163.633384563629,0.762,123.23333329444,0.921,202.196166651454,0.877,170.69035301049,0.963,230.984172396631,0.94,206.877930000786,"arctangent",1,200
"sebart",56.5439670944933,74.028986153774,63.6438132075309,4.327,0.827,126.192540983486,0.802,99.884245402264,0.905,153.898707914725,0.9,133.910572649313,0.933,174.74881309289,0.936,158.484373314828,"arctangent",2,200
"bart",62.2228290667367,76.1183015228458,69.8655596538809,1.109,0.403,65.878478899462,0.397,65.2100732360669,0.497,84.5658056311491,0.497,83.8423598296231,0.575,100.730412565766,0.575,99.8660290054383,"arctangent",2,200
"bart_bc",375.000451727392,113.202805841978,88.6802911463884,2.397,0.772,815.023672276435,0.68,420.96606628925,0.85,1441.8486442137,0.882,902.379845958286,0.917,2272.0842591997,0.977,1598.02991305113,"arctangent",2,200
"sblm",80.2914013727503,61.2399459895475,54.7323192755287,2.188,0.799,157.954814946815,0.738,116.887747691426,0.888,195.013898408928,0.855,163.258513132475,0.915,221.582619088297,0.912,198.396440518178,"arctangent",2,200
"sebart",53.4428760765828,68.8161566989456,58.2034770535962,4.257,0.833,105.525417985771,0.808,84.3880230802704,0.919,132.426608565535,0.892,112.724163973909,0.951,153.893946370533,0.941,137.109925653087,"arctangent",3,200
"bart",59.6680113160663,71.2108634839048,62.634161388631,1.116,0.485,64.8473214898393,0.484,64.1946481018906,0.572,83.2296272996138,0.578,82.4789317640563,0.655,99.2327481016006,0.639,98.3889831517772,"arctangent",3,200
"bart_bc",285.09525492044,101.770486301532,87.5414808335029,2.336,0.781,751.091767051971,0.714,384.51765821646,0.856,1299.45608628724,0.843,808.429508736722,0.9,2018.68227551075,0.94,1401.73929150752,"arctangent",3,200
"sblm",75.0984476261225,53.303228302064,48.557898449812,2.206,0.827,157.90978738035,0.796,113.368699917089,0.911,199.623135442573,0.899,164.581912499995,0.955,230.842772824609,0.945,204.208392214172,"arctangent",3,200
"sebart",50.1546652152365,74.4055462463302,64.0271574132257,4.482,0.823,102.991920314531,0.781,83.3684891489186,0.896,129.448552250114,0.881,111.368056539716,0.929,150.151096257226,0.928,135.037386371295,"arctangent",4,200
"bart",60.2761363654271,73.7668606228631,66.747515779453,1.135,0.463,66.4606980613809,0.46,65.7965200189149,0.567,85.2899686470316,0.56,84.5220843537135,0.653,101.541377411207,0.644,100.685308227967,"arctangent",4,200
"bart_bc",364.209534232022,110.775899760139,88.642584258601,2.372,0.781,826.068674648784,0.71,419.869933182832,0.856,1462.58861426482,0.867,902.820697043775,0.907,2311.81633052938,0.967,1600.41552043538,"arctangent",4,200
"sblm",77.1814721773625,58.3383247078537,53.9159066211406,2.15,0.8,150.970555981186,0.734,108.67616052396,0.911,192.478532481064,0.861,156.913681368349,0.946,222.787755313172,0.934,196.400245699224,"arctangent",4,200
"sebart",56.2795306771261,76.648924616708,67.0935088049631,4.367,0.813,118.88135714637,0.797,96.3743258757901,0.905,147.584221407299,0.89,128.016609441498,0.942,169.15586737018,0.948,153.407851532145,"arctangent",5,200
"bart",61.0162523985643,76.5956674430486,69.6707614779842,1.144,0.435,66.170714358908,0.436,65.4813907287998,0.543,84.9049782106919,0.545,84.171596192078,0.616,101.122325037132,0.61,100.251294426524,"arctangent",5,200
"bart_bc",339.457149640261,110.365349270493,89.1289462090718,2.39,0.77,761.844557886209,0.655,390.620301497214,0.86,1348.8385191598,0.867,842.262457121382,0.91,2127.59918894921,0.97,1492.14083957011,"arctangent",5,200
"sblm",79.8059856673466,59.258356520697,54.278068114683,2.181,0.82,163.056220126514,0.768,118.840693328158,0.909,203.023747224793,0.869,169.005144208037,0.946,231.782702746945,0.933,206.820068028371,"arctangent",5,200
"sebart",881.101272302741,743.005559052913,523.895716256232,4.52,0.88,1250.97555081507,0.827,929.721376095868,0.936,1647.49220980487,0.917,1328.18157054459,0.953,2000.19773916142,0.951,1710.99198681827,"box_cox",1,200
"bart",345.782343543172,764.198967243567,508.176548317747,0.958999999999989,0.887,641.53560331338,0.89,630.622226936906,0.931,835.718025906505,0.929,823.337707270721,0.952,1006.86830613535,0.952,992.795528899933,"box_cox",1,200
"bart_bc",946.482518210721,768.945950771938,529.441434798194,2.45800000000001,0.835,1451.1954246982,0.772,1134.51123015203,0.902,1995.05288887512,0.892,1618.24041142444,0.931,2556.36153080475,0.947,2116.37595622582,"box_cox",1,200
"sblm",1091.06275953201,543.18932443203,477.600697762367,2.25,0.846,1724.02277837684,0.83,999.019303539993,0.926,2724.54210299717,0.912,1805.48928852726,0.954,3860.58006197236,0.941,2817.89190543838,"box_cox",1,200
"sebart",1015.75329729193,713.078858807176,562.896453173272,4.337,0.823,770.230845063598,0.772,601.759479773946,0.904,1012.72169153257,0.89,847.48142362644,0.944,1218.97326509646,0.942,1075.93056729556,"box_cox",2,200
"bart",783.901727619129,816.885969481466,556.437185058576,1.00800000000001,0.88,560.080530775929,0.873,551.135087061424,0.933,720.944102279409,0.932,711.771315310915,0.95,858.726671944505,0.949,848.94111761662,"box_cox",2,200
