"Scenario","Iteration","N_train","y","truth","mean","lower","upper"
"box_cox_sqrt",1,200,-400.658120580189,-42.0328925050484,-2.50565060370457,-2.9064596879031,-2.28479542768127
"box_cox_sqrt",1,200,-174.837118440562,-28.4451975557425,-2.36912925619349,-2.59397001355321,-2.16489264506375
"box_cox_sqrt",1,200,-167.557907669909,-27.888832161371,-2.29172036929951,-2.44784975352105,-2.05735882925384
"box_cox_sqrt",1,200,-108.810685167551,-22.862472065175,-2.22146497195316,-2.40535754910879,-1.96072486737394
"box_cox_sqrt",1,200,-99.0408223706314,-21.9038511218941,-2.15022498423,-2.36088426397151,-1.86184162502408
"box_cox_sqrt",1,200,-96.1529101777257,-21.6115180623761,-2.08507728137216,-2.31304275670401,-1.78862386442907
"box_cox_sqrt",1,200,-74.7369782142737,-19.2901102615656,-2.01893958664429,-2.26026803034103,-1.71671455411205
"box_cox_sqrt",1,200,-52.9004037514139,-16.546532748585,-1.95383308584071,-2.22439968925681,-1.64444285780937
"box_cox_sqrt",1,200,-43.4261257168667,-15.1797004088662,-1.8915514968823,-2.17265182583352,-1.56025526097759
"box_cox_sqrt",1,200,-43.3227762427854,-15.1640079372181,-1.82730204869215,-2.1242208109783,-1.48444817298933
"box_cox_sqrt",1,200,-29.578623963965,-12.8772467038244,-1.76667117032526,-2.06690132471249,-1.42472125478381
"box_cox_sqrt",1,200,-22.4222278813931,-11.4704229855679,-1.7082485392449,-2.01179299829832,-1.36587612227435
"box_cox_sqrt",1,200,-21.7009173178839,-11.3168486770761,-1.65343641970653,-1.97268985787732,-1.30273424911762
"box_cox_sqrt",1,200,-17.3517873616146,-10.3310953329354,-1.59674056710631,-1.90596632452199,-1.25276854413554
"box_cox_sqrt",1,200,-11.4243641613071,-8.75998939682812,-1.54124213919534,-1.85922807440444,-1.17786350103884
"box_cox_sqrt",1,200,-10.6951396300025,-8.54068486628197,-1.48781734483234,-1.81337394819962,-1.12492549258127
"box_cox_sqrt",1,200,-10.5342150840868,-8.49129111474345,-1.4353822651423,-1.76326090407022,-1.06853273303213
"box_cox_sqrt",1,200,-10.4959849893685,-8.47950152075559,-1.38396571630064,-1.70566629077221,-1.00917493841546
"box_cox_sqrt",1,200,-9.3343622737256,-8.11043771712816,-1.33197906763505,-1.66263252425736,-0.963007842580044
"box_cox_sqrt",1,200,-8.67736610710268,-7.89147387573014,-1.28183421934092,-1.61642490256138,-0.919885449560615
"box_cox_sqrt",1,200,-7.35899748466252,-7.42549444185966,-1.23406805109039,-1.56333856385074,-0.875398145768847
"box_cox_sqrt",1,200,-5.35647884088855,-6.62881360216138,-1.18555150632838,-1.51847535368915,-0.839196437700606
"box_cox_sqrt",1,200,-5.31270666997341,-6.6098618937983,-1.14019199008947,-1.45800476962075,-0.79404811201248
