"Model","RMSE","Mean_CRPS","Median_CRPS","Runtime","Coverage_Q_80","Width_Q_80","Coverage_HPD_80","Width_HPD_80","Coverage_Q_90","Width_Q_90","Coverage_HPD_90","Width_HPD_90","Coverage_Q_95","Width_Q_95","Coverage_HPD_95","Width_HPD_95","Scenario","Iteration","N_train"
"bart_bc",0.124596873076595,0.25182841158126,0.175894134233159,2.392,0.904,0.513655003798172,0.84,0.494670838668383,0.936,0.599793866091763,0.92,0.589590186745507,0.947,0.665119299188021,0.943,0.658471276773063,"beta",7,200
"sblm",0.211903866586691,0.129498892335096,0.114343846885326,2.17599999999999,0.833,0.361413557173315,0.832,0.208080271710295,0.89,0.509783672560349,0.907,0.363792614217967,0.933,0.634818853171744,0.932,0.513836324171476,"beta",7,200
"sebart",0.115350470427203,0.174668543143108,0.123861142736395,4.518,0.834,0.17894787046918,0.757,0.123663430067557,0.909,0.241064973834586,0.868,0.183732105402955,0.949,0.300410507668855,0.925,0.243563830057998,"beta",8,200
"bart",0.103003230983119,0.202367481967028,0.135512282578332,1.16200000000001,0.797,0.168048784858324,0.795,0.166295048401995,0.851,0.216247658955845,0.85,0.214208839487437,0.894,0.257489099331509,0.892,0.255404600051831,"beta",8,200
"bart_bc",0.116687959883262,0.247397585354063,0.176595452136728,2.374,0.902,0.533014305709344,0.848,0.516883733292986,0.924,0.620479926057622,0.913,0.612774411297227,0.937,0.690391543811861,0.934,0.68354816562474,"beta",8,200
"sblm",0.224122950280878,0.129484816505586,0.11746865555335,2.197,0.859,0.356621264750618,0.813,0.197631843404079,0.916,0.503227422069231,0.887,0.358673475706981,0.937,0.6382109327687,0.919,0.507044178266161,"beta",8,200
"sebart",0.109694756965514,0.191747431761822,0.127861709626113,4.60299999999998,0.875,0.210139191741176,0.803,0.136627402335802,0.945,0.287145902131079,0.922,0.212725677462189,0.97,0.357049545337113,0.967,0.28970694534324,"beta",9,200
"bart",0.09298870743825,0.21440402048239,0.133746215037889,1.13899999999998,0.808,0.1334633424122,0.808,0.13195523550302,0.88,0.171410376898785,0.874,0.169657141688112,0.905,0.204198901839443,0.906,0.202409562615483,"beta",9,200
"bart_bc",0.125646948665963,0.256161025221145,0.169549454736,2.34,0.871,0.444357079334319,0.82,0.431056086960116,0.902,0.51564290039735,0.892,0.5092653547957,0.918,0.570511515098303,0.913,0.565857826262063,"beta",9,200
"sblm",0.236106163091789,0.129445785545369,0.119222914169725,2.23600000000002,0.88,0.453346946133847,0.847,0.242730526884042,0.954,0.641082715387695,0.931,0.455672465279768,0.975,0.792524157385265,0.965,0.64657017072425,"beta",9,200
"sebart",0.113347264524203,0.191866488473515,0.139474989657734,4.464,0.853,0.213543298031811,0.85,0.14491745616704,0.91,0.282165640096292,0.939,0.218214915927076,0.937,0.349228466305078,0.974,0.28507616567472,"beta",10,200
"bart",0.113096058000797,0.225032155363946,0.144402923346599,1.13800000000001,0.798,0.13593797911515,0.795,0.134371996431422,0.853,0.174946512703549,0.852,0.173281951313632,0.876,0.208947502561064,0.876,0.206941761334329,"beta",10,200
"bart_bc",0.133364173730217,0.261097477089254,0.183764472838836,2.35799999999998,0.871,0.488782648869215,0.849,0.478010044321291,0.895,0.56766148753571,0.895,0.561887249788795,0.912,0.631149906947025,0.906,0.625322539986162,"beta",10,200
"sblm",0.256350068208088,0.145962581835079,0.132142088589512,2.21600000000001,0.769,0.406829387942805,0.811,0.241679100098429,0.883,0.551989097686044,0.88,0.409183769345835,0.932,0.672326811904149,0.927,0.555848934328561,"beta",10,200
